kind,key,category,route,source
"free-tool-registry","/health/waist-to-hip-calculator","Health","/health/waist-to-hip-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/water-intake-calculator","Health","/health/water-intake-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/blood-pressure-calculator","Health","/health/blood-pressure-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/glucose-converter","Health","/health/glucose-converter","src/lib/tools/registry.ts"
"free-tool-registry","/health/caffeine-calculator","Health","/health/caffeine-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/pregnancy-due-date-calculator","Health","/health/pregnancy-due-date-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/ovulation-calculator","Health","/health/ovulation-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/sleep-calculator","Health","/health/sleep-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/intermittent-fasting-calculator","Health","/health/intermittent-fasting-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/one-rep-max-calculator","Health","/health/one-rep-max-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/running-pace-calculator","Health","/health/running-pace-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/vo2-max-calculator","Health","/health/vo2-max-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/swim-pace-calculator","Health","/health/swim-pace-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/cycling-power-calculator","Health","/health/cycling-power-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/marathon-predictor-calculator","Health","/health/marathon-predictor-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/calories-burned-calculator","Health","/health/calories-burned-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/age-grading-calculator","Health","/health/age-grading-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/health/golf-handicap-calculator","Health","/health/golf-handicap-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/merge-pdf","PDF","/pdf/merge-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/split-pdf","PDF","/pdf/split-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/remove-pages","PDF","/pdf/remove-pages","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/extract-pages","PDF","/pdf/extract-pages","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/rotate-pdf","PDF","/pdf/rotate-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/add-page-numbers","PDF","/pdf/add-page-numbers","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/add-watermark","PDF","/pdf/add-watermark","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/convert-jpg-to-pdf","PDF","/pdf/convert-jpg-to-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/protect-pdf","PDF","/pdf/protect-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/unlock-pdf","PDF","/pdf/unlock-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/organize-pdf","PDF","/pdf/organize-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/crop-pdf","PDF","/pdf/crop-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/sign-pdf","PDF","/pdf/sign-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/compress-pdf","PDF","/pdf/compress-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/convert-html-to-pdf","PDF","/pdf/convert-html-to-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/compare-pdf","PDF","/pdf/compare-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/convert-word-to-pdf","PDF","/pdf/convert-word-to-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/convert-powerpoint-to-pdf","PDF","/pdf/convert-powerpoint-to-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/convert-excel-to-pdf","PDF","/pdf/convert-excel-to-pdf","src/lib/tools/registry.ts"
"free-tool-registry","/pdf/convert-pdf-to-pdfa","PDF","/pdf/convert-pdf-to-pdfa","src/lib/tools/registry.ts"
"free-tool-registry","/image/ai-background-remover","Image","/image/ai-background-remover","src/lib/tools/registry.ts"
"free-tool-registry","/image/random-color-generator","Image","/image/random-color-generator","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-image-to-base64","Image","/image/convert-image-to-base64","src/lib/tools/registry.ts"
"free-tool-registry","/image/image-colors-inverter","Image","/image/image-colors-inverter","src/lib/tools/registry.ts"
"free-tool-registry","/image/flip-image-online","Image","/image/flip-image-online","src/lib/tools/registry.ts"
"free-tool-registry","/image/image-cropper-resizer","Image","/image/image-cropper-resizer","src/lib/tools/registry.ts"
"free-tool-registry","/image/image-compressor","Image","/image/image-compressor","src/lib/tools/registry.ts"
"free-tool-registry","/image/image-watermark","Image","/image/image-watermark","src/lib/tools/registry.ts"
"free-tool-registry","/image/image-pixelator","Image","/image/image-pixelator","src/lib/tools/registry.ts"
"free-tool-registry","/image/image-blur-pixelate","Image","/image/image-blur-pixelate","src/lib/tools/registry.ts"
"free-tool-registry","/image/paste-image-to-download","Image","/image/paste-image-to-download","src/lib/tools/registry.ts"
"free-tool-registry","/image/trim-transparent-pixels","Image","/image/trim-transparent-pixels","src/lib/tools/registry.ts"
"free-tool-registry","/image/add-borders-to-image","Image","/image/add-borders-to-image","src/lib/tools/registry.ts"
"free-tool-registry","/image/split-images-online","Image","/image/split-images-online","src/lib/tools/registry.ts"
"free-tool-registry","/image/merge-images-online","Image","/image/merge-images-online","src/lib/tools/registry.ts"
"free-tool-registry","/image/pixel-art-converter","Image","/image/pixel-art-converter","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-image-to-ascii-converter","Image","/image/convert-image-to-ascii-converter","src/lib/tools/registry.ts"
"free-tool-registry","/image/online-collage-maker","Image","/image/online-collage-maker","src/lib/tools/registry.ts"
"free-tool-registry","/image/laser-eyes-meme-generator","Image","/image/laser-eyes-meme-generator","src/lib/tools/registry.ts"
"free-tool-registry","/image/image-exif-viewer-metadata-remover","Image","/image/image-exif-viewer-metadata-remover","src/lib/tools/registry.ts"
"free-tool-registry","/image/website-color-palette-extractor","Image","/image/website-color-palette-extractor","src/lib/tools/registry.ts"
"free-tool-registry","/image/website-screenshot-tool","Image","/image/website-screenshot-tool","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-jpg-to-png","Image","/image/convert-jpg-to-png","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-png-to-jpg","Image","/image/convert-png-to-jpg","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-jpg-to-webp","Image","/image/convert-jpg-to-webp","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-webp-to-jpg","Image","/image/convert-webp-to-jpg","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-png-to-webp","Image","/image/convert-png-to-webp","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-webp-to-png","Image","/image/convert-webp-to-png","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-tiff-to-jpg","Image","/image/convert-tiff-to-jpg","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-jpg-to-tiff","Image","/image/convert-jpg-to-tiff","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-gif-to-jpg","Image","/image/convert-gif-to-jpg","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-gif-to-png","Image","/image/convert-gif-to-png","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-bmp-to-jpg","Image","/image/convert-bmp-to-jpg","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-bmp-to-png","Image","/image/convert-bmp-to-png","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-bmp-to-webp","Image","/image/convert-bmp-to-webp","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-bmp-to-tiff","Image","/image/convert-bmp-to-tiff","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-heic-to-jpg","Image","/image/convert-heic-to-jpg","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-heic-to-png","Image","/image/convert-heic-to-png","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-avif-to-jpg","Image","/image/convert-avif-to-jpg","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-avif-to-png","Image","/image/convert-avif-to-png","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-psd-to-jpg","Image","/image/convert-psd-to-jpg","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-psd-to-png","Image","/image/convert-psd-to-png","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-eps-to-png","Image","/image/convert-eps-to-png","src/lib/tools/registry.ts"
"free-tool-registry","/image/convert-eps-to-jpg","Image","/image/convert-eps-to-jpg","src/lib/tools/registry.ts"
"free-tool-registry","/tailwind/colors","Tailwind","/tailwind/colors","src/lib/tools/registry.ts"
"free-tool-registry","/tailwind/gradient-generator","Tailwind","/tailwind/gradient-generator","src/lib/tools/registry.ts"
"free-tool-registry","/tailwind/shadow-generator","Tailwind","/tailwind/shadow-generator","src/lib/tools/registry.ts"
"free-tool-registry","/tailwind/button-generator","Tailwind","/tailwind/button-generator","src/lib/tools/registry.ts"
"free-tool-registry","/tailwind/convert-css-to-tailwind","Tailwind","/tailwind/convert-css-to-tailwind","src/lib/tools/registry.ts"
"free-tool-registry","/tailwind/convert-tailwind-to-css","Tailwind","/tailwind/convert-tailwind-to-css","src/lib/tools/registry.ts"
"free-tool-registry","/tailwind/flexbox-generator","Tailwind","/tailwind/flexbox-generator","src/lib/tools/registry.ts"
"free-tool-registry","/tailwind/grid-generator","Tailwind","/tailwind/grid-generator","src/lib/tools/registry.ts"
"free-tool-registry","/tailwind/card-generator","Tailwind","/tailwind/card-generator","src/lib/tools/registry.ts"
"free-tool-registry","/text/trim-text-lines","Text","/text/trim-text-lines","src/lib/tools/registry.ts"
"free-tool-registry","/text/empty-line-remover","Text","/text/empty-line-remover","src/lib/tools/registry.ts"
"free-tool-registry","/text/extra-whitespaces-remover","Text","/text/extra-whitespaces-remover","src/lib/tools/registry.ts"
"free-tool-registry","/text/all-whitespaces-remover","Text","/text/all-whitespaces-remover","src/lib/tools/registry.ts"
"free-tool-registry","/text/punctuation-mark-remover","Text","/text/punctuation-mark-remover","src/lib/tools/registry.ts"
"free-tool-registry","/text/character-accent-remover","Text","/text/character-accent-remover","src/lib/tools/registry.ts"
"free-tool-registry","/text/backslash-remover","Text","/text/backslash-remover","src/lib/tools/registry.ts"
"free-tool-registry","/text/backslash-adder","Text","/text/backslash-adder","src/lib/tools/registry.ts"
"free-tool-registry","/text/convert-spaces-to-tabs","Text","/text/convert-spaces-to-tabs","src/lib/tools/registry.ts"
"free-tool-registry","/text/convert-tabs-to-spaces","Text","/text/convert-tabs-to-spaces","src/lib/tools/registry.ts"
"free-tool-registry","/text/convert-spaces-to-newlines","Text","/text/convert-spaces-to-newlines","src/lib/tools/registry.ts"
"free-tool-registry","/text/convert-newlines-to-spaces","Text","/text/convert-newlines-to-spaces","src/lib/tools/registry.ts"
"free-tool-registry","/text/text-line-reverser","Text","/text/text-line-reverser","src/lib/tools/registry.ts"
"free-tool-registry","/text/add-line-numbers","Text","/text/add-line-numbers","src/lib/tools/registry.ts"
"free-tool-registry","/text/add-line-prefixes","Text","/text/add-line-prefixes","src/lib/tools/registry.ts"
"free-tool-registry","/text/add-line-suffixes","Text","/text/add-line-suffixes","src/lib/tools/registry.ts"
"free-tool-registry","/text/prefix-and-suffix-text-lines","Text","/text/prefix-and-suffix-text-lines","src/lib/tools/registry.ts"
"free-tool-registry","/text/text-line-filter","Text","/text/text-line-filter","src/lib/tools/registry.ts"
"free-tool-registry","/text/text-line-joiner","Text","/text/text-line-joiner","src/lib/tools/registry.ts"
"free-tool-registry","/text/truncate-text-lines","Text","/text/truncate-text-lines","src/lib/tools/registry.ts"
"free-tool-registry","/text/alphabetic-text-sorter","Text","/text/alphabetic-text-sorter","src/lib/tools/registry.ts"
"free-tool-registry","/text/numeric-text-sorter","Text","/text/numeric-text-sorter","src/lib/tools/registry.ts"
"free-tool-registry","/text/text-by-length-sorter","Text","/text/text-by-length-sorter","src/lib/tools/registry.ts"
"free-tool-registry","/text/word-sorter","Text","/text/word-sorter","src/lib/tools/registry.ts"
"free-tool-registry","/text/center-text","Text","/text/center-text","src/lib/tools/registry.ts"
"free-tool-registry","/text/left-pad-text","Text","/text/left-pad-text","src/lib/tools/registry.ts"
"free-tool-registry","/text/right-pad-text","Text","/text/right-pad-text","src/lib/tools/registry.ts"
"free-tool-registry","/text/justify-text","Text","/text/justify-text","src/lib/tools/registry.ts"
"free-tool-registry","/text/email-extractor","Text","/text/email-extractor","src/lib/tools/registry.ts"
"free-tool-registry","/text/url-extractor","Text","/text/url-extractor","src/lib/tools/registry.ts"
"free-tool-registry","/text/number-extractor","Text","/text/number-extractor","src/lib/tools/registry.ts"
"free-tool-registry","/text/regex-match-extractor","Text","/text/regex-match-extractor","src/lib/tools/registry.ts"
"free-tool-registry","/text/regex-match-replacer","Text","/text/regex-match-replacer","src/lib/tools/registry.ts"
"free-tool-registry","/text/text-statistics-tool","Text","/text/text-statistics-tool","src/lib/tools/registry.ts"
"free-tool-registry","/text/phrase-frequency-calculator","Text","/text/phrase-frequency-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/text/find-longest-text-line","Text","/text/find-longest-text-line","src/lib/tools/registry.ts"
"free-tool-registry","/text/find-shortest-text-line","Text","/text/find-shortest-text-line","src/lib/tools/registry.ts"
"free-tool-registry","/text/text-to-slug-converter","Text","/text/text-to-slug-converter","src/lib/tools/registry.ts"
"free-tool-registry","/text/text-to-list-list-to-text","Text","/text/text-to-list-list-to-text","src/lib/tools/registry.ts"
"free-tool-registry","/text/readability-flesch-kincaid-calculator","Text","/text/readability-flesch-kincaid-calculator","src/lib/tools/registry.ts"
"free-tool-registry","/text/character-frequency-map","Text","/text/character-frequency-map","src/lib/tools/registry.ts"
"free-tool-registry","/text/lorem-ipsum-generator","Text","/text/lorem-ipsum-generator","src/lib/tools/registry.ts"
"free-tool-registry","/text/text-difference-checker","Text","/text/text-difference-checker","src/lib/tools/registry.ts"
"free-tool-registry","/text/fancy-font-generator","Text","/text/fancy-font-generator","src/lib/tools/registry.ts"
"free-tool-registry","/text/upside-down-text-generator","Text","/text/upside-down-text-generator","src/lib/tools/registry.ts"
"free-tool-registry","/text/tiny-text-generator","Text","/text/tiny-text-generator","src/lib/tools/registry.ts"
"free-tool-registry","/text/invisible-character-generator","Text","/text/invisible-character-generator","src/lib/tools/registry.ts"
"free-tool-registry","/text/zalgo-glitch-text-generator","Text","/text/zalgo-glitch-text-generator","src/lib/tools/registry.ts"
"free-tool-registry","/text/unicode-ascii-table-search","Text","/text/unicode-ascii-table-search","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-url-encoder","Converter","/converter/convert-url-encoder","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-url-decoder","Converter","/converter/convert-url-decoder","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-html-encoder","Converter","/converter/convert-html-encoder","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-html-decoder","Converter","/converter/convert-html-decoder","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-base64-encoder","Converter","/converter/convert-base64-encoder","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-base64-decoder","Converter","/converter/convert-base64-decoder","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-rot13-encoder-decoder","Converter","/converter/convert-rot13-encoder-decoder","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-rot47-encoder-decoder","Converter","/converter/convert-rot47-encoder-decoder","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-text-to-binary","Converter","/converter/convert-text-to-binary","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-binary-to-text","Converter","/converter/convert-binary-to-text","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-text-to-hex","Converter","/converter/convert-text-to-hex","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-hex-to-text","Converter","/converter/convert-hex-to-text","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-text-to-octal","Converter","/converter/convert-text-to-octal","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-octal-to-text","Converter","/converter/convert-octal-to-text","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-text-to-decimal","Converter","/converter/convert-text-to-decimal","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-decimal-to-text","Converter","/converter/convert-decimal-to-text","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-punycode-encoder","Converter","/converter/convert-punycode-encoder","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-punycode-decoder","Converter","/converter/convert-punycode-decoder","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-idn-encoder","Converter","/converter/convert-idn-encoder","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-idn-decoder","Converter","/converter/convert-idn-decoder","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-json-to-csv","Converter","/converter/convert-json-to-csv","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-csv-to-json","Converter","/converter/convert-csv-to-json","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-json-to-yaml","Converter","/converter/convert-json-to-yaml","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-yaml-to-json","Converter","/converter/convert-yaml-to-json","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-json-to-xml","Converter","/converter/convert-json-to-xml","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-xml-to-json","Converter","/converter/convert-xml-to-json","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-xml-to-csv","Converter","/converter/convert-xml-to-csv","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-csv-to-xml","Converter","/converter/convert-csv-to-xml","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-xml-to-yaml","Converter","/converter/convert-xml-to-yaml","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-yaml-to-xml","Converter","/converter/convert-yaml-to-xml","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-json-to-text","Converter","/converter/convert-json-to-text","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-xml-to-text","Converter","/converter/convert-xml-to-text","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-html-to-markdown","Converter","/converter/convert-html-to-markdown","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-markdown-to-html","Converter","/converter/convert-markdown-to-html","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-unix-time-to-utc-time","Converter","/converter/convert-unix-time-to-utc-time","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-utc-time-to-unix-time","Converter","/converter/convert-utc-time-to-unix-time","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-seconds-to-hms","Converter","/converter/convert-seconds-to-hms","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-hms-to-seconds","Converter","/converter/convert-hms-to-seconds","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-seconds-to-human-readable-time","Converter","/converter/convert-seconds-to-human-readable-time","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-miles-to-kilometers","Converter","/converter/convert-miles-to-kilometers","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-kilometers-to-miles","Converter","/converter/convert-kilometers-to-miles","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-celsius-to-fahrenheit","Converter","/converter/convert-celsius-to-fahrenheit","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-fahrenheit-to-celsius","Converter","/converter/convert-fahrenheit-to-celsius","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-degrees-to-radians","Converter","/converter/convert-degrees-to-radians","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-radians-to-degrees","Converter","/converter/convert-radians-to-degrees","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-pounds-to-kilograms","Converter","/converter/convert-pounds-to-kilograms","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-kilograms-to-pounds","Converter","/converter/convert-kilograms-to-pounds","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-hex-to-rgb","Converter","/converter/convert-hex-to-rgb","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-rgb-to-hex","Converter","/converter/convert-rgb-to-hex","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-cmyk-to-rgb","Converter","/converter/convert-cmyk-to-rgb","src/lib/tools/registry.ts"
"free-tool-registry","/converter/convert-rgb-to-cmyk","Converter","/converter/convert-rgb-to-cmyk","src/lib/tools/registry.ts"
"free-tool-registry","/utility/json-prettifier","Utility","/utility/json-prettifier","src/lib/tools/registry.ts"
"free-tool-registry","/utility/json-minifier","Utility","/utility/json-minifier","src/lib/tools/registry.ts"
"free-tool-registry","/utility/json-validator","Utility","/utility/json-validator","src/lib/tools/registry.ts"
"free-tool-registry","/utility/js-prettifier","Utility","/utility/js-prettifier","src/lib/tools/registry.ts"
"free-tool-registry","/utility/js-minifier","Utility","/utility/js-minifier","src/lib/tools/registry.ts"
"free-tool-registry","/utility/js-validator","Utility","/utility/js-validator","src/lib/tools/registry.ts"
"free-tool-registry","/utility/html-prettifier","Utility","/utility/html-prettifier","src/lib/tools/registry.ts"
"free-tool-registry","/utility/html-minifier","Utility","/utility/html-minifier","src/lib/tools/registry.ts"
"free-tool-registry","/utility/css-prettify","Utility","/utility/css-prettify","src/lib/tools/registry.ts"
"free-tool-registry","/utility/css-minifier","Utility","/utility/css-minifier","src/lib/tools/registry.ts"
"free-tool-registry","/utility/xml-prettifier","Utility","/utility/xml-prettifier","src/lib/tools/registry.ts"
"free-tool-registry","/utility/xml-minifier","Utility","/utility/xml-minifier","src/lib/tools/registry.ts"
"free-tool-registry","/utility/random-password-generator","Utility","/utility/random-password-generator","src/lib/tools/registry.ts"
"free-tool-registry","/utility/random-string-generator","Utility","/utility/random-string-generator","src/lib/tools/registry.ts"
"free-tool-registry","/utility/random-number-generator","Utility","/utility/random-number-generator","src/lib/tools/registry.ts"
"free-tool-registry","/utility/random-uuid-generator","Utility","/utility/random-uuid-generator","src/lib/tools/registry.ts"
"free-tool-registry","/utility/random-date-generator","Utility","/utility/random-date-generator","src/lib/tools/registry.ts"
"free-tool-registry","/utility/random-time-generator","Utility","/utility/random-time-generator","src/lib/tools/registry.ts"
"free-tool-registry","/utility/random-element-picker","Utility","/utility/random-element-picker","src/lib/tools/registry.ts"
"exact-text","trim-text-lines","text","/text/trim-text-lines","src/lib/tools/exact-catalog.ts"
"exact-text","empty-line-remover","text","/text/empty-line-remover","src/lib/tools/exact-catalog.ts"
"exact-text","extra-whitespaces-remover","text","/text/extra-whitespaces-remover","src/lib/tools/exact-catalog.ts"
"exact-text","all-whitespaces-remover","text","/text/all-whitespaces-remover","src/lib/tools/exact-catalog.ts"
"exact-text","punctuation-mark-remover","text","/text/punctuation-mark-remover","src/lib/tools/exact-catalog.ts"
"exact-text","character-accent-remover","text","/text/character-accent-remover","src/lib/tools/exact-catalog.ts"
"exact-text","backslash-remover","text","/text/backslash-remover","src/lib/tools/exact-catalog.ts"
"exact-text","backslash-adder","text","/text/backslash-adder","src/lib/tools/exact-catalog.ts"
"exact-text","convert-spaces-to-tabs","text","/text/convert-spaces-to-tabs","src/lib/tools/exact-catalog.ts"
"exact-text","convert-tabs-to-spaces","text","/text/convert-tabs-to-spaces","src/lib/tools/exact-catalog.ts"
"exact-text","convert-spaces-to-newlines","text","/text/convert-spaces-to-newlines","src/lib/tools/exact-catalog.ts"
"exact-text","convert-newlines-to-spaces","text","/text/convert-newlines-to-spaces","src/lib/tools/exact-catalog.ts"
"exact-text","text-line-reverser","text","/text/text-line-reverser","src/lib/tools/exact-catalog.ts"
"exact-text","add-line-numbers","text","/text/add-line-numbers","src/lib/tools/exact-catalog.ts"
"exact-text","add-line-prefixes","text","/text/add-line-prefixes","src/lib/tools/exact-catalog.ts"
"exact-text","add-line-suffixes","text","/text/add-line-suffixes","src/lib/tools/exact-catalog.ts"
"exact-text","prefix-and-suffix-text-lines","text","/text/prefix-and-suffix-text-lines","src/lib/tools/exact-catalog.ts"
"exact-text","text-line-filter","text","/text/text-line-filter","src/lib/tools/exact-catalog.ts"
"exact-text","text-line-joiner","text","/text/text-line-joiner","src/lib/tools/exact-catalog.ts"
"exact-text","truncate-text-lines","text","/text/truncate-text-lines","src/lib/tools/exact-catalog.ts"
"exact-text","alphabetic-text-sorter","text","/text/alphabetic-text-sorter","src/lib/tools/exact-catalog.ts"
"exact-text","numeric-text-sorter","text","/text/numeric-text-sorter","src/lib/tools/exact-catalog.ts"
"exact-text","text-by-length-sorter","text","/text/text-by-length-sorter","src/lib/tools/exact-catalog.ts"
"exact-text","word-sorter","text","/text/word-sorter","src/lib/tools/exact-catalog.ts"
"exact-text","center-text","text","/text/center-text","src/lib/tools/exact-catalog.ts"
"exact-text","left-pad-text","text","/text/left-pad-text","src/lib/tools/exact-catalog.ts"
"exact-text","right-pad-text","text","/text/right-pad-text","src/lib/tools/exact-catalog.ts"
"exact-text","justify-text","text","/text/justify-text","src/lib/tools/exact-catalog.ts"
"exact-text","email-extractor","text","/text/email-extractor","src/lib/tools/exact-catalog.ts"
"exact-text","url-extractor","text","/text/url-extractor","src/lib/tools/exact-catalog.ts"
"exact-text","number-extractor","text","/text/number-extractor","src/lib/tools/exact-catalog.ts"
"exact-text","regex-match-extractor","text","/text/regex-match-extractor","src/lib/tools/exact-catalog.ts"
"exact-text","regex-match-replacer","text","/text/regex-match-replacer","src/lib/tools/exact-catalog.ts"
"exact-text","text-statistics-tool","text","/text/text-statistics-tool","src/lib/tools/exact-catalog.ts"
"exact-text","phrase-frequency-calculator","text","/text/phrase-frequency-calculator","src/lib/tools/exact-catalog.ts"
"exact-text","find-longest-text-line","text","/text/find-longest-text-line","src/lib/tools/exact-catalog.ts"
"exact-text","find-shortest-text-line","text","/text/find-shortest-text-line","src/lib/tools/exact-catalog.ts"
"exact-text","text-to-slug-converter","text","/text/text-to-slug-converter","src/lib/tools/exact-catalog.ts"
"exact-text","text-to-list-list-to-text","text","/text/text-to-list-list-to-text","src/lib/tools/exact-catalog.ts"
"exact-text","readability-flesch-kincaid-calculator","text","/text/readability-flesch-kincaid-calculator","src/lib/tools/exact-catalog.ts"
"exact-text","character-frequency-map","text","/text/character-frequency-map","src/lib/tools/exact-catalog.ts"
"exact-text","lorem-ipsum-generator","text","/text/lorem-ipsum-generator","src/lib/tools/exact-catalog.ts"
"exact-text","text-difference-checker","text","/text/text-difference-checker","src/lib/tools/exact-catalog.ts"
"exact-text","fancy-font-generator","text","/text/fancy-font-generator","src/lib/tools/exact-catalog.ts"
"exact-text","upside-down-text-generator","text","/text/upside-down-text-generator","src/lib/tools/exact-catalog.ts"
"exact-text","tiny-text-generator","text","/text/tiny-text-generator","src/lib/tools/exact-catalog.ts"
"exact-text","invisible-character-generator","text","/text/invisible-character-generator","src/lib/tools/exact-catalog.ts"
"exact-text","zalgo-glitch-text-generator","text","/text/zalgo-glitch-text-generator","src/lib/tools/exact-catalog.ts"
"exact-text","unicode-ascii-table-search","text","/text/unicode-ascii-table-search","src/lib/tools/exact-catalog.ts"
"exact-utility","json-prettifier","utility","/utility/json-prettifier","src/lib/tools/exact-catalog.ts"
"exact-utility","json-minifier","utility","/utility/json-minifier","src/lib/tools/exact-catalog.ts"
"exact-utility","json-validator","utility","/utility/json-validator","src/lib/tools/exact-catalog.ts"
